"success","failure","stt","reg","eth","inc","age","z.inc","z.incstt","z.trnprv","z.repprv","reg.eth","reg.inc","reg.age","stt.eth","stt.inc","stt.age","eth.inc","eth.age","inc.age","reg.eth.inc","reg.eth.age","reg.inc.age","stt.eth.inc","stt.eth.age","stt.inc.age","eth.inc.age","reg.eth.inc.age","stt.eth.inc.age","year"
7,21,33,1,2,1,1,-0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-2","1-1","1-1","33-2","33-1","33-1","2-1","2-1","1-1","1-2-1","1-2-1","1-1-1","33-2-1","33-2-1","33-1-1","2-1-1","1-2-1-1","33-2-1-1",1
8,17,34,3,2,1,1,-0.707020120633347,-0.428817627653707,-0.424444261743481,0.217921622093446,"3-2","3-1","3-1","34-2","34-1","34-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","34-2-1","34-2-1","34-1-1","2-1-1","3-2-1-1","34-2-1-1",1
1,1,35,2,2,1,1,-0.707020120633347,-0.383017405686929,0.390750898916703,0.599046003325011,"2-2","2-1","2-1","35-2","35-1","35-1","2-1","2-1","1-1","2-2-1","2-2-1","2-1-1","35-2-1","35-2-1","35-1-1","2-1-1","2-2-1-1","35-2-1-1",1
11,13,36,2,2,1,1,-0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-2","2-1","2-1","36-2","36-1","36-1","2-1","2-1","1-1","2-2-1","2-2-1","2-1-1","36-2-1","36-2-1","36-1-1","2-1-1","2-2-1-1","36-2-1-1",1
5,9,37,3,2,1,1,-0.707020120633347,-0.484255943468712,-0.455154531361404,0.431723104247739,"3-2","3-1","3-1","37-2","37-1","37-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","37-2-1","37-2-1","37-1-1","2-1-1","3-2-1-1","37-2-1-1",1
0,1,38,4,2,1,1,-0.707020120633347,-0.149929744061393,0.620650088626029,-0.0934848845225878,"4-2","4-1","4-1","38-2","38-1","38-1","2-1","2-1","1-1","4-2-1","4-2-1","4-1-1","38-2-1","38-2-1","38-1-1","2-1-1","4-2-1-1","38-2-1-1",1
9,12,39,1,2,1,1,-0.707020120633347,-0.0212419149998581,-0.133214092603339,-0.181794192368926,"1-2","1-1","1-1","39-2","39-1","39-1","2-1","2-1","1-1","1-2-1","1-2-1","1-1-1","39-2-1","39-2-1","39-1-1","2-1-1","1-2-1-1","39-2-1-1",1
1,5,40,1,2,1,1,-0.707020120633347,0.126259473253417,-0.0482188941268638,-0.813902922216399,"1-2","1-1","1-1","40-2","40-1","40-1","2-1","2-1","1-1","1-2-1","1-2-1","1-1-1","40-2-1","40-2-1","40-1-1","2-1-1","1-2-1-1","40-2-1-1",1
11,21,41,3,2,1,1,-0.707020120633347,-0.403681478897529,-0.654604608079597,0.292287355016679,"3-2","3-1","3-1","41-2","41-1","41-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","41-2-1","41-2-1","41-1-1","2-1-1","3-2-1-1","41-2-1-1",1
11,7,43,3,2,1,1,-0.707020120633347,-0.463514765507326,-0.468536499365598,0.00876799824685646,"3-2","3-1","3-1","43-2","43-1","43-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","43-2-1","43-2-1","43-1-1","2-1-1","3-2-1-1","43-2-1-1",1
16,23,44,3,2,1,1,-0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-2","3-1","3-1","44-2","44-1","44-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","44-2-1","44-2-1","44-1-1","2-1-1","3-2-1-1","44-2-1-1",1
4,6,47,3,2,1,1,-0.707020120633347,0.671852689813885,-0.0960365600412325,0.106373022708599,"3-2","3-1","3-1","47-2","47-1","47-1","2-1","2-1","1-1","3-2-1","3-2-1","3-1-1","47-2-1","47-2-1","47-1-1","2-1-1","3-2-1-1","47-2-1-1",1
0,1,48,4,2,1,1,-0.707020120633347,0.318173197959325,0.423353000017068,-0.218977058830542,"4-2","4-1","4-1","48-2","48-1","48-1","2-1","2-1","1-1","4-2-1","4-2-1","4-1-1","48-2-1","48-2-1","48-1-1","2-1-1","4-2-1-1","48-2-1-1",1
4,2,49,1,2,1,1,-0.707020120633347,-0.923136184941604,-0.698717387787173,0.0645422979392806,"1-2","1-1","1-1","49-2","49-1","49-1","2-1","2-1","1-1","1-2-1","1-2-1","1-1-1","49-2-1","49-2-1","49-1-1","2-1-1","1-2-1-1","49-2-1-1",1
6,5,50,2,2,1,1,-0.707020120633347,0.20498342380574,0.874171079362693,-0.0888370262148858,"2-2","2-1","2-1","50-2","50-1","50-1","2-1","2-1","1-1","2-2-1","2-2-1","2-1-1","50-2-1","50-2-1","50-1-1","2-1-1","2-2-1-1","50-2-1-1",1
0,1,2,4,3,1,1,-0.707020120633347,0.776098312876315,0.946725274456649,0.747777469171476,"4-3","4-1","4-1","2-3","2-1","2-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","2-3-1","2-3-1","2-1-1","3-1-1","4-3-1-1","2-3-1-1",1
8,9,3,4,3,1,1,-0.707020120633347,-0.15201157233261,-0.79296060752049,0.0691901562469826,"4-3","4-1","4-1","3-3","3-1","3-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","3-3-1","3-3-1","3-1-1","3-1-1","4-3-1-1","3-3-1-1",1
1,2,4,3,3,1,1,-0.707020120633347,-0.818350828623674,-0.64643392786623,0.0459508647084725,"3-3","3-1","3-1","4-3","4-1","4-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","4-3-1","4-3-1","4-1-1","3-1-1","3-3-1-1","4-3-1-1",1
18,50,5,4,3,1,1,-0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-3","4-1","4-1","5-3","5-1","5-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","5-3-1","5-3-1","5-1-1","3-1-1","4-3-1-1","5-3-1-1",1
1,19,6,4,3,1,1,-0.707020120633347,0.498135686293431,0.215129403800177,0.124964455939407,"4-3","4-1","4-1","6-3","6-1","6-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","6-3-1","6-3-1","6-1-1","3-1-1","4-3-1-1","6-3-1-1",1
1,2,7,1,3,1,1,-0.707020120633347,0.879649993181672,0.407698227716582,-0.51643999052347,"1-3","1-1","1-1","7-3","7-1","7-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","7-3-1","7-3-1","7-1-1","3-1-1","1-3-1-1","7-3-1-1",1
0,3,8,1,3,1,1,-0.707020120633347,0.431054553109767,0.186365167967383,-0.395595674523218,"1-3","1-1","1-1","8-3","8-1","8-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","8-3-1","8-3-1","8-1-1","3-1-1","1-3-1-1","8-3-1-1",1
0,3,9,5,3,1,1,-0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-3","5-1","5-1","9-3","9-1","9-1","3-1","3-1","1-1","5-3-1","5-3-1","5-1-1","9-3-1","9-3-1","9-1-1","3-1-1","5-3-1-1","9-3-1-1",1
6,12,10,3,3,1,1,-0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-3","3-1","3-1","10-3","10-1","10-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","10-3-1","10-3-1","10-1-1","3-1-1","3-3-1-1","10-3-1-1",1
0,2,11,3,3,1,1,-0.707020120633347,-0.103666893589901,-0.753299110124867,0.194682330554937,"3-3","3-1","3-1","11-3","11-1","11-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","11-3-1","11-3-1","11-1-1","3-1-1","3-3-1-1","11-3-1-1",1
0,2,12,4,3,1,1,-0.707020120633347,0.66013276769444,-0.909476810624823,-0.53967928206198,"4-3","4-1","4-1","12-3","12-1","12-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","12-3-1","12-3-1","12-1-1","3-1-1","4-3-1-1","12-3-1-1",1
3,9,13,4,3,1,1,-0.707020120633347,-0.157486009638404,0.0655711660805155,0.882565360094833,"4-3","4-1","4-1","13-3","13-1","13-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","13-3-1","13-3-1","13-1-1","3-1-1","4-3-1-1","13-3-1-1",1
4,4,14,2,3,1,1,-0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-3","2-1","2-1","14-3","14-1","14-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","14-3-1","14-3-1","14-1-1","3-1-1","2-3-1-1","14-3-1-1",1
0,6,15,2,3,1,1,-0.707020120633347,-0.120167310258066,-0.432578659147381,0.287639496708977,"2-3","2-1","2-1","15-3","15-1","15-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","15-3-1","15-3-1","15-1-1","3-1-1","2-3-1-1","15-3-1-1",1
0,1,16,2,3,1,1,-0.707020120633347,-0.117160224977419,0.460866394512978,-0.0934848845225878,"2-3","2-1","2-1","16-3","16-1","16-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","16-3-1","16-3-1","16-1-1","3-1-1","2-3-1-1","16-3-1-1",1
3,3,17,2,3,1,1,-0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-3","2-1","2-1","17-3","17-1","17-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","17-3-1","17-3-1","17-1-1","3-1-1","2-3-1-1","17-3-1-1",1
1,0,20,1,3,1,1,-0.707020120633347,-0.398361251093308,0.971447488089594,-0.21432920052284,"1-3","1-1","1-1","20-3","20-1","20-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","20-3-1","20-3-1","20-1-1","3-1-1","1-3-1-1","20-3-1-1",1
0,1,21,1,3,1,1,-0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-3","1-1","1-1","21-3","21-1","21-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","21-3-1","21-3-1","21-1-1","3-1-1","1-3-1-1","21-3-1-1",1
0,6,22,1,3,1,1,-0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-3","1-1","1-1","22-3","22-1","22-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","22-3-1","22-3-1","22-1-1","3-1-1","1-3-1-1","22-3-1-1",1
1,2,23,2,3,1,1,-0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-3","2-1","2-1","23-3","23-1","23-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","23-3-1","23-3-1","23-1-1","3-1-1","2-3-1-1","23-3-1-1",1
2,0,24,2,3,1,1,-0.707020120633347,0.875332127137666,1.10511498416995,-0.14461132590731,"2-3","2-1","2-1","24-3","24-1","24-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","24-3-1","24-3-1","24-1-1","3-1-1","2-3-1-1","24-3-1-1",1
0,1,25,3,3,1,1,-0.707020120633347,-0.840634101600776,-0.533911393678296,0.315526646555189,"3-3","3-1","3-1","25-3","25-1","25-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","25-3-1","25-3-1","25-1-1","3-1-1","3-3-1-1","25-3-1-1",1
0,2,26,2,3,1,1,-0.707020120633347,-0.0442191307340327,0.16681714106847,-0.00517557667624957,"2-3","2-1","2-1","26-3","26-1","26-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","26-3-1","26-3-1","26-1-1","3-1-1","2-3-1-1","26-3-1-1",1
0,2,27,4,3,1,1,-0.707020120633347,-0.72173857588904,0.505271589785896,0.552567420247991,"4-3","4-1","4-1","27-3","27-1","27-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","27-3-1","27-3-1","27-1-1","3-1-1","4-3-1-1","27-3-1-1",1
0,5,28,2,3,1,1,-0.707020120633347,0.00474238601496349,0.142776989448387,0.622285294863521,"2-3","2-1","2-1","28-3","28-1","28-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","28-3-1","28-3-1","28-1-1","3-1-1","2-3-1-1","28-3-1-1",1
2,2,29,4,3,1,1,-0.707020120633347,0.186786702620286,-0.711929240106444,0.00412013993915445,"4-3","4-1","4-1","29-3","29-1","29-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","29-3-1","29-3-1","29-1-1","3-1-1","4-3-1-1","29-3-1-1",1
1,0,30,1,3,1,1,-0.707020120633347,0.986208758767677,0.587655604260527,-0.0516541597532697,"1-3","1-1","1-1","30-3","30-1","30-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","30-3-1","30-3-1","30-1-1","3-1-1","1-3-1-1","30-3-1-1",1
1,5,31,1,3,1,1,-0.707020120633347,0.941488003311901,0.0796186679149393,-0.465313549138748,"1-3","1-1","1-1","31-3","31-1","31-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","31-3-1","31-3-1","31-1-1","3-1-1","1-3-1-1","31-3-1-1",1
12,25,32,4,3,1,1,-0.707020120633347,-0.537766640514072,-0.522261851005287,-0.0841891679071838,"4-3","4-1","4-1","32-3","32-1","32-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","32-3-1","32-3-1","32-1-1","3-1-1","4-3-1-1","32-3-1-1",1
8,19,33,1,3,1,1,-0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-3","1-1","1-1","33-3","33-1","33-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","33-3-1","33-3-1","33-1-1","3-1-1","1-3-1-1","33-3-1-1",1
0,4,34,3,3,1,1,-0.707020120633347,-0.428817627653707,-0.424444261743481,0.217921622093446,"3-3","3-1","3-1","34-3","34-1","34-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","34-3-1","34-3-1","34-1-1","3-1-1","3-3-1-1","34-3-1-1",1
1,6,35,2,3,1,1,-0.707020120633347,-0.383017405686929,0.390750898916703,0.599046003325011,"2-3","2-1","2-1","35-3","35-1","35-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","35-3-1","35-3-1","35-1-1","3-1-1","2-3-1-1","35-3-1-1",1
0,1,36,2,3,1,1,-0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-3","2-1","2-1","36-3","36-1","36-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","36-3-1","36-3-1","36-1-1","3-1-1","2-3-1-1","36-3-1-1",1
0,3,37,3,3,1,1,-0.707020120633347,-0.484255943468712,-0.455154531361404,0.431723104247739,"3-3","3-1","3-1","37-3","37-1","37-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","37-3-1","37-3-1","37-1-1","3-1-1","3-3-1-1","37-3-1-1",1
1,3,38,4,3,1,1,-0.707020120633347,-0.149929744061393,0.620650088626029,-0.0934848845225878,"4-3","4-1","4-1","38-3","38-1","38-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","38-3-1","38-3-1","38-1-1","3-1-1","4-3-1-1","38-3-1-1",1
3,1,39,1,3,1,1,-0.707020120633347,-0.0212419149998581,-0.133214092603339,-0.181794192368926,"1-3","1-1","1-1","39-3","39-1","39-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","39-3-1","39-3-1","39-1-1","3-1-1","1-3-1-1","39-3-1-1",1
1,6,40,1,3,1,1,-0.707020120633347,0.126259473253417,-0.0482188941268638,-0.813902922216399,"1-3","1-1","1-1","40-3","40-1","40-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","40-3-1","40-3-1","40-1-1","3-1-1","1-3-1-1","40-3-1-1",1
1,2,42,2,3,1,1,-0.707020120633347,-0.311772615960831,0.218151801020186,0.454962395786249,"2-3","2-1","2-1","42-3","42-1","42-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","42-3-1","42-3-1","42-1-1","3-1-1","2-3-1-1","42-3-1-1",1
1,2,43,3,3,1,1,-0.707020120633347,-0.463514765507326,-0.468536499365598,0.00876799824685646,"3-3","3-1","3-1","43-3","43-1","43-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","43-3-1","43-3-1","43-1-1","3-1-1","3-3-1-1","43-3-1-1",1
24,51,44,3,3,1,1,-0.707020120633347,-0.253404319615965,-0.565597466237544,0.427075245940037,"3-3","3-1","3-1","44-3","44-1","44-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","44-3-1","44-3-1","44-1-1","3-1-1","3-3-1-1","44-3-1-1",1
1,4,45,4,3,1,1,-0.707020120633347,0.466676947972816,-0.106779060742819,0.924396084864151,"4-3","4-1","4-1","45-3","45-1","45-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","45-3-1","45-3-1","45-1-1","3-1-1","4-3-1-1","45-3-1-1",1
0,1,47,3,3,1,1,-0.707020120633347,0.671852689813885,-0.0960365600412325,0.106373022708599,"3-3","3-1","3-1","47-3","47-1","47-1","3-1","3-1","1-1","3-3-1","3-3-1","3-1-1","47-3-1","47-3-1","47-1-1","3-1-1","3-3-1-1","47-3-1-1",1
0,3,48,4,3,1,1,-0.707020120633347,0.318173197959325,0.423353000017068,-0.218977058830542,"4-3","4-1","4-1","48-3","48-1","48-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","48-3-1","48-3-1","48-1-1","3-1-1","4-3-1-1","48-3-1-1",1
0,1,49,1,3,1,1,-0.707020120633347,-0.923136184941604,-0.698717387787173,0.0645422979392806,"1-3","1-1","1-1","49-3","49-1","49-1","3-1","3-1","1-1","1-3-1","1-3-1","1-1-1","49-3-1","49-3-1","49-1-1","3-1-1","1-3-1-1","49-3-1-1",1
1,4,50,2,3,1,1,-0.707020120633347,0.20498342380574,0.874171079362693,-0.0888370262148858,"2-3","2-1","2-1","50-3","50-1","50-1","3-1","3-1","1-1","2-3-1","2-3-1","2-1-1","50-3-1","50-3-1","50-1-1","3-1-1","2-3-1-1","50-3-1-1",1
1,6,51,4,3,1,1,-0.707020120633347,-0.0709744792567125,0.389265696359741,0.891861076710237,"4-3","4-1","4-1","51-3","51-1","51-1","3-1","3-1","1-1","4-3-1","4-3-1","4-1-1","51-3-1","51-3-1","51-1-1","3-1-1","4-3-1-1","51-3-1-1",1
0,3,1,3,4,1,1,-0.707020120633347,-0.497363751102302,-0.33946051248346,0.269048063478169,"3-4","3-1","3-1","1-4","1-1","1-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","1-4-1","1-4-1","1-1-1","4-1-1","3-4-1-1","1-4-1-1",1
3,9,2,4,4,1,1,-0.707020120633347,0.776098312876315,0.946725274456649,0.747777469171476,"4-4","4-1","4-1","2-4","2-1","2-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","2-4-1","2-4-1","2-1-1","4-1-1","4-4-1-1","2-4-1-1",1
2,3,3,4,4,1,1,-0.707020120633347,-0.15201157233261,-0.79296060752049,0.0691901562469826,"4-4","4-1","4-1","3-4","3-1","3-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","3-4-1","3-4-1","3-1-1","4-1-1","4-4-1-1","3-4-1-1",1
10,15,5,4,4,1,1,-0.707020120633347,0.411161527407025,-0.0502589525534914,-0.372356382984708,"4-4","4-1","4-1","5-4","5-1","5-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","5-4-1","5-4-1","5-1-1","4-1-1","4-4-1-1","5-4-1-1",1
3,2,6,4,4,1,1,-0.707020120633347,0.498135686293431,0.215129403800177,0.124964455939407,"4-4","4-1","4-1","6-4","6-1","6-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","6-4-1","6-4-1","6-1-1","4-1-1","4-4-1-1","6-4-1-1",1
0,1,8,1,4,1,1,-0.707020120633347,0.431054553109767,0.186365167967383,-0.395595674523218,"1-4","1-1","1-1","8-4","8-1","8-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","8-4-1","8-4-1","8-1-1","4-1-1","1-4-1-1","8-4-1-1",1
1,0,9,5,4,1,1,-0.707020120633347,-0.0762176023101484,-0.47820690122873,-1.9665717825265,"5-4","5-1","5-1","9-4","9-1","9-1","4-1","4-1","1-1","5-4-1","5-4-1","5-1-1","9-4-1","9-4-1","9-1-1","4-1-1","5-4-1-1","9-4-1-1",1
1,3,10,3,4,1,1,-0.707020120633347,-0.338527964483511,-0.130072058219318,-0.0841891679071838,"3-4","3-1","3-1","10-4","10-1","10-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","10-4-1","10-4-1","10-1-1","4-1-1","3-4-1-1","10-4-1-1",1
1,2,11,3,4,1,1,-0.707020120633347,-0.103666893589901,-0.753299110124867,0.194682330554937,"3-4","3-1","3-1","11-4","11-1","11-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","11-4-1","11-4-1","11-1-1","4-1-1","3-4-1-1","11-4-1-1",1
3,11,12,4,4,1,1,-0.707020120633347,0.66013276769444,-0.909476810624823,-0.53967928206198,"4-4","4-1","4-1","12-4","12-1","12-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","12-4-1","12-4-1","12-1-1","4-1-1","4-4-1-1","12-4-1-1",1
0,5,13,4,4,1,1,-0.707020120633347,-0.157486009638404,0.0655711660805155,0.882565360094833,"4-4","4-1","4-1","13-4","13-1","13-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","13-4-1","13-4-1","13-1-1","4-1-1","4-4-1-1","13-4-1-1",1
1,1,14,2,4,1,1,-0.707020120633347,0.0944923159296589,0.0915204941225437,-0.372356382984708,"2-4","2-1","2-1","14-4","14-1","14-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","14-4-1","14-4-1","14-1-1","4-1-1","2-4-1-1","14-4-1-1",1
0,1,15,2,4,1,1,-0.707020120633347,-0.120167310258066,-0.432578659147381,0.287639496708977,"2-4","2-1","2-1","15-4","15-1","15-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","15-4-1","15-4-1","15-1-1","4-1-1","2-4-1-1","15-4-1-1",1
1,1,16,2,4,1,1,-0.707020120633347,-0.117160224977419,0.460866394512978,-0.0934848845225878,"2-4","2-1","2-1","16-4","16-1","16-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","16-4-1","16-4-1","16-1-1","4-1-1","2-4-1-1","16-4-1-1",1
1,0,17,2,4,1,1,-0.707020120633347,-0.0644976801907036,0.0720782418688374,0.422427387632335,"2-4","2-1","2-1","17-4","17-1","17-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","17-4-1","17-4-1","17-1-1","4-1-1","2-4-1-1","17-4-1-1",1
0,1,18,3,4,1,1,-0.707020120633347,-0.552493647914164,-0.311087267829617,0.273695921785871,"3-4","3-1","3-1","18-4","18-1","18-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","18-4-1","18-4-1","18-1-1","4-1-1","3-4-1-1","18-4-1-1",1
0,1,19,3,4,1,1,-0.707020120633347,-0.696910846136006,-0.0189848343196331,0.0970773060931946,"3-4","3-1","3-1","19-4","19-1","19-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","19-4-1","19-4-1","19-1-1","4-1-1","3-4-1-1","19-4-1-1",1
0,1,20,1,4,1,1,-0.707020120633347,-0.398361251093308,0.971447488089594,-0.21432920052284,"1-4","1-1","1-1","20-4","20-1","20-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","20-4-1","20-4-1","20-1-1","4-1-1","1-4-1-1","20-4-1-1",1
0,2,21,1,4,1,1,-0.707020120633347,0.940794060554828,-0.0534956673508133,-0.479257124061854,"1-4","1-1","1-1","21-4","21-1","21-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","21-4-1","21-4-1","21-1-1","4-1-1","1-4-1-1","21-4-1-1",1
0,4,22,1,4,1,1,-0.707020120633347,0.600839214340144,0.386210785331797,-0.772072197447081,"1-4","1-1","1-1","22-4","22-1","22-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","22-4-1","22-4-1","22-1-1","4-1-1","1-4-1-1","22-4-1-1",1
5,1,23,2,4,1,1,-0.707020120633347,-0.00659201235055217,0.319733523354761,-0.205033483907436,"2-4","2-1","2-1","23-4","23-1","23-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","23-4-1","23-4-1","23-1-1","4-1-1","2-4-1-1","23-4-1-1",1
7,4,24,2,4,1,1,-0.707020120633347,0.875332127137666,1.10511498416995,-0.14461132590731,"2-4","2-1","2-1","24-4","24-1","24-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","24-4-1","24-4-1","24-1-1","4-1-1","2-4-1-1","24-4-1-1",1
1,0,26,2,4,1,1,-0.707020120633347,-0.0442191307340327,0.16681714106847,-0.00517557667624957,"2-4","2-1","2-1","26-4","26-1","26-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","26-4-1","26-4-1","26-1-1","4-1-1","2-4-1-1","26-4-1-1",1
3,7,27,4,4,1,1,-0.707020120633347,-0.72173857588904,0.505271589785896,0.552567420247991,"4-4","4-1","4-1","27-4","27-1","27-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","27-4-1","27-4-1","27-1-1","4-1-1","4-4-1-1","27-4-1-1",1
2,3,28,2,4,1,1,-0.707020120633347,0.00474238601496349,0.142776989448387,0.622285294863521,"2-4","2-1","2-1","28-4","28-1","28-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","28-4-1","28-4-1","28-1-1","4-1-1","2-4-1-1","28-4-1-1",1
1,6,29,4,4,1,1,-0.707020120633347,0.186786702620286,-0.711929240106444,0.00412013993915445,"4-4","4-1","4-1","29-4","29-1","29-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","29-4-1","29-4-1","29-1-1","4-1-1","4-4-1-1","29-4-1-1",1
0,2,30,1,4,1,1,-0.707020120633347,0.986208758767677,0.587655604260527,-0.0516541597532697,"1-4","1-1","1-1","30-4","30-1","30-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","30-4-1","30-4-1","30-1-1","4-1-1","1-4-1-1","30-4-1-1",1
0,1,31,1,4,1,1,-0.707020120633347,0.941488003311901,0.0796186679149393,-0.465313549138748,"1-4","1-1","1-1","31-4","31-1","31-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","31-4-1","31-4-1","31-1-1","4-1-1","1-4-1-1","31-4-1-1",1
4,6,32,4,4,1,1,-0.707020120633347,-0.537766640514072,-0.522261851005287,-0.0841891679071838,"4-4","4-1","4-1","32-4","32-1","32-1","4-1","4-1","1-1","4-4-1","4-4-1","4-1-1","32-4-1","32-4-1","32-1-1","4-1-1","4-4-1-1","32-4-1-1",1
2,3,33,1,4,1,1,-0.707020120633347,-0.0257139905454357,-0.0598107206525984,-0.693058606216147,"1-4","1-1","1-1","33-4","33-1","33-1","4-1","4-1","1-1","1-4-1","1-4-1","1-1-1","33-4-1","33-4-1","33-1-1","4-1-1","1-4-1-1","33-4-1-1",1
2,3,34,3,4,1,1,-0.707020120633347,-0.428817627653707,-0.424444261743481,0.217921622093446,"3-4","3-1","3-1","34-4","34-1","34-1","4-1","4-1","1-1","3-4-1","3-4-1","3-1-1","34-4-1","34-4-1","34-1-1","4-1-1","3-4-1-1","34-4-1-1",1
2,2,35,2,4,1,1,-0.707020120633347,-0.383017405686929,0.390750898916703,0.599046003325011,"2-4","2-1","2-1","35-4","35-1","35-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","35-4-1","35-4-1","35-1-1","4-1-1","2-4-1-1","35-4-1-1",1
4,1,36,2,4,1,1,-0.707020120633347,-0.0309571135988715,0.0876812402251879,-0.000527718368547564,"2-4","2-1","2-1","36-4","36-1","36-1","4-1","4-1","1-1","2-4-1","2-4-1","2-1-1","36-4-1","36-4-1","36-1-1","4-1-1","2-4-1-1","36-4-1-1",1
